station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
PUY;01.01.2025 00:00;0.9;0.1;1.2;;;98.1;6.4;0.6;976.8;1033.5;1031.3;;;2.7;11;1.1;4;9.7;2.4;8.6;;;0;;1;;;;0;0;-0.004
PUY;01.01.2025 01:00;0.4;0.2;0.5;;;93.6;5.9;-0.6;976.4;1033.2;1030.8;;;2.8;27;1.6;5.8;10.1;2.5;9;;;0;;1;;;;0;0;-0.002
PUY;01.01.2025 02:00;0.5;0.2;0.8;;;95.3;6;-0.1;976.4;1033.2;1030.8;;;2.8;23;1.6;5.8;10.1;2.5;9;;;0;;1;;;;0;0;-0.003
PUY;01.01.2025 03:00;0.8;0.5;0.9;;;98.2;6.3;0.5;976.2;1033;1030.6;;;3.3;24;1.8;6.5;11.9;3;10.8;;;0;;1;;;;0;0;-0.003
PUY;01.01.2025 04:00;0.6;0.4;0.7;;;89.2;5.7;-1;975.8;1032.6;1030.2;;;3.8;28;1.7;6.1;13.7;3.6;13;;;0;;1;;;;0;0;0
PUY;01.01.2025 05:00;0.6;0.5;0.6;;;82.8;5.3;-2;975.7;1032.5;1030.1;;;2.9;25;1.7;6.1;10.4;2.8;10.1;;;0;;1;;;;0;0;0.002
PUY;01.01.2025 06:00;0.3;-0.4;0.6;;;88.2;5.5;-1.5;975.5;1032.4;1029.9;;;2.5;41;1.1;4;9;2.3;8.3;;;0;;1;;;;0;0;-0.002
PUY;01.01.2025 07:00;0.7;0.4;0.9;;;90;5.8;-0.8;975.5;1032.2;1029.9;;;3.3;28;1.5;5.4;11.9;3.1;11.2;;;0;;1;;;;0;0;-0.001
PUY;01.01.2025 08:00;0.6;-0.1;1;;;85;5.4;-1.7;975.4;1032.1;1029.8;;;2.7;24;1;3.6;9.7;2.5;9;;;0;;16;;;;12;3;0.001
PUY;01.01.2025 09:00;2.1;1.3;3;;;80.2;5.7;-1;975.4;1031.8;1029.8;;;2;21;0.8;2.9;7.2;1.9;6.8;;;0;;96;;;;36;57;0.029
PUY;01.01.2025 10:00;3.6;3.1;3.9;;;84.6;6.7;1.3;975.5;1031.6;1029.9;;;2.1;180;0.4;1.4;7.6;1.8;6.5;;;0;;228;;;;52;60;0.073
PUY;01.01.2025 11:00;4.2;3.9;4.7;;;86.5;7.1;2.1;975.1;1031;1029.5;;;2.2;207;0.8;2.9;7.9;2;7.2;;;0;;331;;;;69;60;0.112
PUY;01.01.2025 12:00;4.8;4.6;4.9;;;84.8;7.3;2.4;974.1;1029.9;1028.4;;;2.3;201;1;3.6;8.3;2.1;7.6;;;0;;367;;;;66;60;0.129
PUY;01.01.2025 13:00;5.7;4.8;6.6;;;80.7;7.4;2.6;973.2;1028.7;1027.5;;;2.1;191;0.6;2.2;7.6;2.1;7.6;;;0;;336;;;;51;60;0.122
PUY;01.01.2025 14:00;6.4;6.1;6.8;;;77.3;7.4;2.7;972.2;1027.5;1026.5;;;2.1;180;0.7;2.5;7.6;2;7.2;;;0;;263;;;;48;60;0.092
PUY;01.01.2025 15:00;6.8;6.3;7.4;;;75.4;7.4;2.7;971.7;1026.9;1025.9;;;1.6;180;0.5;1.8;5.8;1.5;5.4;;;0;;151;;;;40;60;0.043
PUY;01.01.2025 16:00;6.1;5.4;6.9;;;81.3;7.6;3.1;971.3;1026.7;1025.5;;;2.1;135;0.5;1.8;7.6;2;7.2;;;0;;40;;;;23;28;-0.009
PUY;01.01.2025 17:00;5;4.7;5.3;;;75.5;6.6;0.9;971.2;1026.7;1025.4;;;3.2;29;1.1;4;11.5;2.8;10.1;;;0;;3;;;;2;0;0.003
PUY;01.01.2025 18:00;4.9;4.6;5.3;;;61.2;5.3;-1.9;970.9;1026.5;1025.1;;;3.4;43;1.9;6.8;12.2;3.2;11.5;;;0;;1;;;;0;0;0.014
PUY;01.01.2025 19:00;4.7;4.2;5;;;59.2;5.1;-2.6;970.7;1026.3;1024.9;;;3.4;23;1.4;5;12.2;3.1;11.2;;;0;;1;;;;0;0;0.011
PUY;01.01.2025 20:00;4.7;4.2;5.4;;;57.2;4.9;-3.1;970.6;1026.2;1024.8;;;3.2;24;1.2;4.3;11.5;3;10.8;;;0;;1;;;;0;0;0.009
PUY;01.01.2025 21:00;4.7;4.5;5;;;56.9;4.9;-3.1;970.3;1025.8;1024.5;;;3.3;23;1.6;5.8;11.9;3.2;11.5;;;0;;1;;;;1;0;0.014
PUY;01.01.2025 22:00;4.5;4.1;4.8;;;60.1;5;-2.6;970;1025.6;1024.1;;;3.5;22;1.9;6.8;12.6;3.3;11.9;;;0;;1;;;;1;0;0.014
PUY;01.01.2025 23:00;4.4;4;4.7;;;61.6;5.1;-2.4;969.7;1025.3;1023.8;;;3.4;21;1.7;6.1;12.2;3.1;11.2;;;0;;1;;;;0;0;0.012
PUY;02.01.2025 00:00;4.6;4;4.9;;;64.3;5.5;-1.6;969.2;1024.8;1023.3;;;4.1;5;2.5;9;14.8;4;14.4;;;0;;1;;;;0;0;0.016
PUY;02.01.2025 01:00;4.9;4.4;5.2;;;62.5;5.4;-1.7;968.4;1023.8;1022.5;;;3.6;354;2.1;7.6;13;3.5;12.6;;;0;;1;;;;0;0;0.015
PUY;02.01.2025 02:00;4.2;3.9;4.4;;;68.6;5.7;-1.1;967.9;1023.4;1022;;;3.6;355;2.3;8.3;13;3.5;12.6;;;0;;1;;;;1;0;0.012
PUY;02.01.2025 03:00;4.7;4.1;4.9;;;72.5;6.2;0.2;967.7;1023.1;1021.7;;;4.5;339;1.8;6.5;16.2;4.1;14.8;;;0;;1;;;;0;0;0.008
PUY;02.01.2025 04:00;5;4.8;5.1;;;73.9;6.4;0.7;967.6;1023;1021.7;;;4.9;300;1.6;5.8;17.6;4.5;16.2;;;0;;1;;;;0;0;0.006
PUY;02.01.2025 05:00;5.1;5;5.3;;;73.6;6.5;0.8;967.1;1022.4;1021.1;;;7.6;301;2.2;7.9;27.4;7;25.2;;;0;;1;;;;0;0;0.01
PUY;02.01.2025 06:00;5.3;5.1;5.6;;;75.5;6.7;1.3;967.2;1022.5;1021.2;;;8;281;2.8;10.1;28.8;7.2;25.9;;;0;;1;;;;0;0;0.011
PUY;02.01.2025 07:00;5.6;5.4;5.7;;;74.2;6.7;1.4;967.2;1022.4;1021.2;;;7.5;283;2.9;10.4;27;7.1;25.6;;;0;;1;;;;0;0;0.012
PUY;02.01.2025 08:00;5.2;4.8;5.7;;;77;6.8;1.5;966.8;1022.1;1020.8;;;3.8;306;0.9;3.2;13.7;3.6;13;;;0;;13;;;;12;0;0.006
PUY;02.01.2025 09:00;5.8;5.3;6.5;;;72.7;6.7;1.2;966.5;1021.6;1020.5;;;7.2;286;1.3;4.7;25.9;7;25.2;;;0;;70;;;;60;1;0.038
PUY;02.01.2025 10:00;7.4;6.8;8;;;69;7.1;2.1;966.5;1021.3;1020.5;;;8.3;270;3.4;12.2;29.9;7.8;28.1;;;0;;192;;;;107;51;0.095
PUY;02.01.2025 11:00;8.6;8.3;8.8;;;61.9;6.9;1.7;965.7;1020.2;1019.7;;;14;277;5.3;19.1;50.4;12.9;46.4;;;0;;246;;;;176;16;0.142
PUY;02.01.2025 12:00;9;8.8;9.3;;;57;6.5;1;964.9;1019.3;1018.8;;;12.2;276;6;21.6;43.9;11.3;40.7;;;0;;156;;;;146;0;0.138
PUY;02.01.2025 13:00;9.7;9.5;9.8;;;50.1;6;-0.2;963.8;1018;1017.7;;;11.2;268;5.3;19.1;40.3;10.1;36.4;;;0;;112;;;;111;0;0.138
PUY;02.01.2025 14:00;9.9;9.8;9.9;;;52.1;6.3;0.5;963;1017.1;1016.8;;;16.9;265;5.6;20.2;60.8;14.6;52.6;;;0;;34;;;;33;0;0.119
PUY;02.01.2025 15:00;9.6;9.6;9.8;;;55.1;6.6;1;962.6;1016.7;1016.4;;;18;253;5.8;20.9;64.8;15.9;57.2;;;0;;9;;;;9;0;0.108
PUY;02.01.2025 16:00;8.6;7.6;9.5;;;64.6;7.2;2.3;962.9;1017.3;1016.7;;;20.4;228;5.3;19.1;73.4;18.6;67;;;1.5;;3;;;;2;0;0.077
PUY;02.01.2025 17:00;7.2;6.9;7.4;;;78.3;8;3.7;962.8;1017.4;1016.6;;;12.2;241;4.8;17.3;43.9;11.4;41;;;2.1;;1;;;;0;0;0.016
PUY;02.01.2025 18:00;6.5;6.3;6.8;;;91.7;8.9;5.3;962.5;1017.2;1016.3;;;11.2;257;4.7;16.9;40.3;10.4;37.4;;;1.5;;1;;;;0;0;0.004
PUY;02.01.2025 19:00;6.1;5.9;6.3;;;93.8;8.8;5.2;962.5;1017.4;1016.3;;;12.3;264;5.1;18.4;44.3;10.8;38.9;;;1.2;;1;;;;0;0;0.002
PUY;02.01.2025 20:00;5.8;5.8;5.9;;;95.7;8.8;5.2;963;1017.9;1016.8;;;9.4;280;4.4;15.8;33.8;8.7;31.3;;;1.9;;1;;;;0;0;0
PUY;02.01.2025 21:00;5.8;5.8;5.9;;;96;8.9;5.3;963.6;1018.6;1017.5;;;9.9;275;4.6;16.6;35.6;9.6;34.6;;;2.5;;1;;;;0;0;0
PUY;02.01.2025 22:00;5.7;5.5;5.8;;;98.5;9;5.5;964.2;1019.2;1018.1;;;7.8;285;3.3;11.9;28.1;7.6;27.4;;;4.4;;1;;;;0;0;-0.003
PUY;02.01.2025 23:00;4.7;4.1;5.3;;;90.3;7.7;3.3;964.8;1020.1;1018.7;;;7.5;333;2.4;8.6;27;6.8;24.5;;;1.1;;1;;;;1;0;0.001
PUY;03.01.2025 00:00;3.4;3.1;3.8;;;92.9;7.2;2.3;965.4;1020.9;1019.3;;;4.2;326;1.3;4.7;15.1;4;14.4;;;0.9;;1;;;;0;0;-0.003
PUY;03.01.2025 01:00;3.1;3;3.1;;;97.2;7.4;2.6;965.4;1021;1019.3;;;1.4;18;0.4;1.4;5;1.4;5;;;0;;1;;;;0;0;-0.006
PUY;03.01.2025 02:00;3.2;3.1;3.3;;;95.3;7.3;2.5;965.8;1021.4;1019.8;;;2.3;7;0.8;2.9;8.3;2.1;7.6;;;0;;1;;;;0;0;-0.005
PUY;03.01.2025 03:00;3.1;2.9;3.2;;;95.7;7.3;2.4;966.2;1021.9;1020.2;;;2.3;8;0.7;2.5;8.3;2.1;7.6;;;0;;1;;;;0;0;-0.005
PUY;03.01.2025 04:00;3;2.8;3.2;;;89.9;6.8;1.6;966.2;1021.9;1020.2;;;3.3;8;1.6;5.8;11.9;3.1;11.2;;;0;;1;;;;0;0;-0.001
PUY;03.01.2025 05:00;3.2;3;3.2;;;81.9;6.3;0.4;966.1;1021.8;1020.1;;;3.2;31;0.9;3.2;11.5;3;10.8;;;0;;1;;;;0;0;-0.001
PUY;03.01.2025 06:00;2.8;2.7;2.9;;;79.5;5.9;-0.4;966.2;1021.9;1020.2;;;6.2;31;1.5;5.4;22.3;6;21.6;;;0;;1;;;;0;0;0.003
PUY;03.01.2025 07:00;2.8;2.5;3;;;71.9;5.4;-1.8;966.4;1022.2;1020.4;;;6.1;31;0.9;3.2;22;5.8;20.9;;;0;;1;;;;0;0;0.002
PUY;03.01.2025 08:00;2;1.5;2.3;;;78;5.5;-1.4;966.9;1022.8;1020.9;;;3.4;304;1.4;5;12.2;3.2;11.5;;;0;;11;;;;10;0;0.008
PUY;03.01.2025 09:00;2.4;1.6;3.6;;;71.2;5.2;-2.3;967.2;1023;1021.2;;;3.6;21;1.5;5.4;13;3.4;12.2;;;0;;79;;;;25;40;0.036
PUY;03.01.2025 10:00;4.5;3.8;4.7;;;62.2;5.2;-2.1;967.7;1023.1;1021.7;;;2.7;243;0.5;1.8;9.7;2.4;8.6;;;0;;235;;;;43;60;0.08
PUY;03.01.2025 11:00;4.7;4.7;4.8;;;67.5;5.8;-0.8;967.9;1023.3;1022;;;3.3;167;1.5;5.4;11.9;3.1;11.2;;;0;;325;;;;52;60;0.12
PUY;03.01.2025 12:00;5.1;4.8;5.3;;;66.8;5.9;-0.5;967.3;1022.7;1021.3;;;3.2;190;1.3;4.7;11.5;3;10.8;;;0;;389;;;;67;60;0.144
PUY;03.01.2025 13:00;5.3;5.1;5.5;;;63.3;5.6;-1.1;966.9;1022.2;1020.9;;;3.7;184;1.7;6.1;13.3;3.4;12.2;;;0;;424;;;;117;60;0.163
PUY;03.01.2025 14:00;5.7;5.3;6;;;59;5.4;-1.7;966.6;1021.8;1020.6;;;4.9;117;1.3;4.7;17.6;4.7;16.9;;;0;;344;;;;108;60;0.13
PUY;03.01.2025 15:00;5.4;4.8;6;;;57;5.1;-2.4;966.7;1022;1020.7;;;4.2;32;1.7;6.1;15.1;4.1;14.8;;;0;;175;;;;87;42;0.062
PUY;03.01.2025 16:00;3.6;2.9;4.5;;;67.9;5.4;-1.7;967.1;1022.7;1021.1;;;6.7;22;2.5;9;24.1;6.1;22;;;0;;29;;;;20;10;0.015
PUY;03.01.2025 17:00;2.3;2;2.7;;;73.2;5.3;-2;967.2;1023.1;1021.2;;;7.7;15;3.7;13.3;27.7;7.2;25.9;;;0;;2;;;;1;0;0.013
PUY;03.01.2025 18:00;1.6;1.4;1.9;;;69.9;4.8;-3.3;967.5;1023.6;1021.6;;;7.5;20;3.1;11.2;27;6.8;24.5;;;0;;1;;;;0;0;0.013
PUY;03.01.2025 19:00;1.1;1;1.3;;;68.5;4.5;-4;967.9;1024.1;1022;;;6.1;20;2.5;9;22;5.9;21.2;;;0;;1;;;;0;0;0.011
PUY;03.01.2025 20:00;0.7;0.6;0.9;;;66.9;4.3;-4.7;968.2;1024.5;1022.3;;;5.8;20;2.5;9;20.9;5.6;20.2;;;0;;1;;;;0;0;0.012
PUY;03.01.2025 21:00;0.5;0.4;0.6;;;68.5;4.4;-4.6;968.2;1024.6;1022.3;;;5.2;28;2.1;7.6;18.7;4.9;17.6;;;0;;1;;;;0;0;0.009
PUY;03.01.2025 22:00;0.4;0.4;0.4;;;70.5;4.5;-4.3;968.2;1024.6;1022.3;;;5.1;15;2.5;9;18.4;4.9;17.6;;;0;;1;;;;0;0;0.01
PUY;03.01.2025 23:00;0.1;0;0.2;;;70.8;4.4;-4.5;968.5;1025;1022.6;;;4.9;21;2.1;7.6;17.6;4.6;16.6;;;0;;1;;;;0;0;0.008
PUY;04.01.2025 00:00;-0.2;-0.4;-0.1;;;71.6;4.3;-4.7;968.5;1025;1022.6;;;4.4;16;2;7.2;15.8;4.2;15.1;;;0;;1;;;;0;0;0.007
PUY;04.01.2025 01:00;-0.6;-0.7;-0.4;;;76.4;4.5;-4.3;968.3;1024.9;1022.4;;;4.2;13;2.3;8.3;15.1;4;14.4;;;0;;1;;;;0;0;0.006
PUY;04.01.2025 02:00;-0.8;-0.9;-0.8;;;75.9;4.4;-4.5;968.1;1024.7;1022.2;;;5.3;13;2.9;10.4;19.1;5;18;;;0;;1;;;;0;0;0.008
PUY;04.01.2025 03:00;-0.9;-0.9;-0.8;;;75.8;4.4;-4.6;968.2;1024.8;1022.3;;;5.3;11;3.2;11.5;19.1;5.2;18.7;;;0;;1;;;;0;0;0.009
PUY;04.01.2025 04:00;-1;-1.2;-0.9;;;78.4;4.5;-4.3;967.8;1024.4;1021.8;;;5.7;13;2.9;10.4;20.5;5.2;18.7;;;0;;1;;;;0;0;0.007
PUY;04.01.2025 05:00;-1.6;-1.7;-1.4;;;80.1;4.4;-4.6;967.2;1024;1021.2;;;6;13;3.1;11.2;21.6;5.6;20.2;;;0;;0;;;;0;0;0.006
PUY;04.01.2025 06:00;-1.8;-1.9;-1.6;;;78.8;4.2;-4.9;967.1;1023.9;1021.1;;;6.2;13;3.2;11.5;22.3;5.8;20.9;;;0;;1;;;;0;0;0.007
PUY;04.01.2025 07:00;-1.9;-2;-1.6;;;79.3;4.2;-5;967.3;1024.1;1021.3;;;5.4;18;2.1;7.6;19.4;5.1;18.4;;;0;;1;;;;0;0;0.004
PUY;04.01.2025 08:00;-1.9;-2;-1.7;;;78.3;4.2;-5.1;966.8;1023.6;1020.8;;;4.9;16;2.3;8.3;17.6;4.8;17.3;;;0;;26;;;;20;0;0.003
PUY;04.01.2025 09:00;-1.1;-1.7;-0.3;;;75.8;4.3;-4.8;966.9;1023.5;1020.9;;;4.6;24;1.8;6.5;16.6;4.4;15.8;;;0;;76;;;;68;0;0.03
PUY;04.01.2025 10:00;0.2;0;0.3;;;67.5;4.2;-5.1;966.8;1023.1;1020.8;;;2.8;120;0.8;2.9;10.1;2.5;9;;;0;;129;;;;121;0;0.048
PUY;04.01.2025 11:00;0.5;0.2;0.6;;;68.1;4.3;-4.7;966.6;1022.8;1020.6;;;2.8;135;0.6;2.2;10.1;2.4;8.6;;;0;;163;;;;157;0;0.061
PUY;04.01.2025 12:00;0.7;0.5;1;;;69.1;4.5;-4.3;965.8;1022;1019.8;;;3;225;0.7;2.5;10.8;2.9;10.4;;;0;;175;;;;167;0;0.066
PUY;04.01.2025 13:00;0.8;0.7;0.9;;;68.7;4.4;-4.3;965.1;1021.2;1019;;;3.6;248;1.2;4.3;13;3.5;12.6;;;0;;155;;;;153;0;0.063
PUY;04.01.2025 14:00;0.8;0.8;0.9;;;70.1;4.5;-4;964.5;1020.6;1018.4;;;2.2;225;0.7;2.5;7.9;2;7.2;;;0;;77;;;;75;0;0.038
PUY;04.01.2025 15:00;0.9;0.9;0.9;;;71.6;4.7;-3.7;964;1020;1017.9;;;2.3;180;0.5;1.8;8.3;2.2;7.9;;;0;;46;;;;45;0;0.025
PUY;04.01.2025 16:00;1;0.9;1;;;72.8;4.8;-3.4;963.6;1019.6;1017.5;;;1.3;72;0.4;1.4;4.7;1.2;4.3;;;0;;9;;;;8;0;0.012
PUY;04.01.2025 17:00;1.1;1;1.2;;;73.8;4.9;-3.1;963.1;1019;1016.9;;;1.6;90;0.6;2.2;5.8;1.5;5.4;;;0;;1;;;;0;0;-0.001
PUY;04.01.2025 18:00;1;0.9;1.2;;;81.4;5.4;-1.8;962.6;1018.5;1016.4;;;2.9;79;1;3.6;10.4;2.8;10.1;;;0.6;;1;;;;0;0;0
PUY;04.01.2025 19:00;0.9;0.9;0.9;;;89.7;5.9;-0.6;962.3;1018.2;1016.1;;;3.1;90;1.3;4.7;11.2;2.9;10.4;;;1.4;;1;;;;0;0;-0.001
PUY;04.01.2025 20:00;1.1;1;1.3;;;89.7;5.9;-0.4;961.8;1017.7;1015.6;;;3.2;99;1.4;5;11.5;2.7;9.7;;;0.9;;1;;;;0;0;-0.001
PUY;04.01.2025 21:00;1.4;1.3;1.5;;;92.2;6.2;0.2;961.4;1017.2;1015.2;;;2.3;72;0.8;2.9;8.3;2.1;7.6;;;1.3;;1;;;;0;0;-0.004
PUY;04.01.2025 22:00;1.5;1.4;1.8;;;96.5;6.6;1;961;1016.7;1014.7;;;3;63;1;3.6;10.8;2.8;10.1;;;1;;1;;;;0;0;-0.004
PUY;04.01.2025 23:00;1.8;1.7;2.1;;;98.1;6.8;1.6;960.9;1016.5;1014.6;;;2.6;53;1.1;4;9.4;2.4;8.6;;;2.2;;1;;;;0;0;-0.005
PUY;05.01.2025 00:00;2.5;2.2;2.7;;;99.2;7.2;2.4;960.4;1015.8;1014.1;;;3.3;45;1.2;4.3;11.9;3.2;11.5;;;1.6;;0;;;;0;0;-0.005
PUY;05.01.2025 01:00;2.9;2.7;3.1;;;99.2;7.5;2.8;959.9;1015.2;1013.6;;;2.1;45;0.5;1.8;7.6;1.9;6.8;;;1.8;;0;;;;0;0;-0.006
PUY;05.01.2025 02:00;3.3;3.2;3.4;;;99.2;7.7;3.2;959.5;1014.7;1013.2;;;3.1;18;0.6;2.2;11.2;2.9;10.4;;;1.6;;1;;;;0;0;-0.006
PUY;05.01.2025 03:00;3.7;3.4;4;;;99.2;7.9;3.6;959;1014.1;1012.6;;;1.7;45;0.4;1.4;6.1;1.5;5.4;;;2.2;;1;;;;0;0;-0.007
PUY;05.01.2025 04:00;4.2;4;4.4;;;99.2;8.2;4.1;958.4;1013.4;1012;;;2;34;0.6;2.2;7.2;1.9;6.8;;;1.6;;1;;;;0;0;-0.006
PUY;05.01.2025 05:00;4.6;4.6;4.7;;;99.3;8.4;4.5;958.1;1013;1011.7;;;2.2;270;0.7;2.5;7.9;2.1;7.6;;;0.9;;1;;;;0;0;-0.006
PUY;05.01.2025 06:00;4.7;4.7;4.8;;;99.3;8.5;4.6;957.7;1012.5;1011.3;;;1.6;333;0.5;1.8;5.8;1.5;5.4;;;0.3;;1;;;;0;0;-0.007
PUY;05.01.2025 07:00;5.1;4.9;5.3;;;99.3;8.7;5;957.3;1012;1010.9;;;3.6;0;0.8;2.9;13;3.5;12.6;;;0.1;;1;;;;0;0;-0.006
PUY;05.01.2025 08:00;5.3;5.1;5.6;;;99.3;8.8;5.2;956.9;1011.6;1010.5;;;2.3;360;0.8;2.9;8.3;2.1;7.6;;;0;;9;;;;9;0;0.003
PUY;05.01.2025 09:00;6.7;6.1;7;;;99.3;9.7;6.6;956.7;1011.1;1010.3;;;3;56;0.7;2.5;10.8;2.7;9.7;;;0;;35;;;;34;0;0.021
PUY;05.01.2025 10:00;7.8;7.3;8.1;;;94;9.9;6.9;956.7;1010.8;1010.3;;;2.9;360;0.8;2.9;10.4;2.7;9.7;;;0;;110;;;;106;0;0.05
PUY;05.01.2025 11:00;8.1;7.8;8.3;;;93.6;10.1;7.1;956.4;1010.4;1009.9;;;3.4;113;1.2;4.3;12.2;3.2;11.5;;;0;;128;;;;116;1;0.061
PUY;05.01.2025 12:00;8.6;8.5;8.6;;;88.4;9.9;6.8;955.5;1009.4;1009;;;3;150;0.9;3.2;10.8;2.7;9.7;;;0;;295;;;;199;23;0.124
PUY;05.01.2025 13:00;9.3;8.6;10.2;;;84.9;9.9;6.9;954.4;1008.1;1007.9;;;2.8;129;1;3.6;10.1;2.6;9.4;;;0;;263;;;;147;30;0.114
PUY;05.01.2025 14:00;9;8.8;9.2;;;84.5;9.7;6.6;953.4;1007.1;1006.8;;;3.1;128;1.2;4.3;11.2;3;10.8;;;0;;122;;;;110;0;0.061
PUY;05.01.2025 15:00;9.3;9;9.9;;;84.3;9.9;6.8;953;1006.6;1006.4;;;2.6;90;0.8;2.9;9.4;2.5;9;;;0;;73;;;;68;0;0.037
PUY;05.01.2025 16:00;9.1;8.4;9.9;;;84.1;9.7;6.5;952.8;1006.4;1006.2;;;3;72;0.9;3.2;10.8;2.7;9.7;;;0;;25;;;;23;0;0.005
PUY;05.01.2025 17:00;8.5;8.3;8.6;;;84.8;9.4;6.1;952.4;1006.2;1005.8;;;3.8;63;1;3.6;13.7;3.7;13.3;;;0;;2;;;;1;0;-0.001
PUY;05.01.2025 18:00;8.6;8.2;8.9;;;82.2;9.2;5.8;951.9;1005.7;1005.3;;;3.5;38;1.8;6.5;12.6;3.2;11.5;;;0;;1;;;;0;0;0.004
PUY;05.01.2025 19:00;8.4;8.2;8.8;;;81.6;9;5.5;951.2;1005;1004.5;;;4.1;11;1.7;6.1;14.8;3.9;14;;;0;;1;;;;0;0;0.004
PUY;05.01.2025 20:00;8.9;8.4;9.8;;;74.2;8.5;4.6;950.4;1004;1003.7;;;3.9;9;2;7.2;14;3.8;13.7;;;0;;1;;;;0;0;0.01
PUY;05.01.2025 21:00;8.7;8.5;8.9;;;74.2;8.3;4.3;949.9;1003.4;1003.1;;;3.5;3;2.2;7.9;12.6;3.3;11.9;;;0;;1;;;;0;0;0.011
PUY;05.01.2025 22:00;8.2;7.8;8.5;;;76.7;8.3;4.3;949.3;1003;1002.5;;;3.7;18;2;7.2;13.3;3.5;12.6;;;0;;1;;;;1;0;0.008
PUY;05.01.2025 23:00;8.1;7.4;8.5;;;74.7;8.1;3.9;949.1;1002.8;1002.3;;;3.3;21;1.6;5.8;11.9;3.3;11.9;;;0;;1;;;;0;0;0.007
PUY;06.01.2025 00:00;8.9;8.3;9.4;;;66.3;7.6;3;948.7;1002.2;1001.9;;;4;346;1.8;6.5;14.4;3.9;14;;;0;;1;;;;0;0;0.013
PUY;06.01.2025 01:00;9.2;8.4;9.9;;;62.3;7.2;2.3;948.2;1001.6;1001.4;;;4.8;336;2.1;7.6;17.3;4.5;16.2;;;0;;0;;;;0;0;0.018
PUY;06.01.2025 02:00;10.2;10.1;10.4;;;55;6.9;1.6;948.2;1001.4;1001.4;;;4.7;311;2.1;7.6;16.9;4.4;15.8;;;0;;1;;;;0;0;0.024
PUY;06.01.2025 03:00;10.4;10.2;10.6;;;52.9;6.6;1.2;947.8;1001;1001;;;4.2;310;1.7;6.1;15.1;4.1;14.8;;;0;;1;;;;0;0;0.02
PUY;06.01.2025 04:00;10.3;9.7;10.6;;;53.4;6.7;1.2;947.4;1000.5;1000.5;;;4.2;328;1.6;5.8;15.1;4.1;14.8;;;0;;1;;;;0;0;0.019
PUY;06.01.2025 05:00;10.2;9.6;10.7;;;52.6;6.5;1;946.8;999.9;999.9;;;3.2;347;1.5;5.4;11.5;2.9;10.4;;;0;;1;;;;1;0;0.018
PUY;06.01.2025 06:00;10.6;9.8;11;;;49.4;6.3;0.5;946.7;999.7;999.8;;;4.5;297;2;7.2;16.2;4.3;15.5;;;0;;0;;;;0;0;0.026
PUY;06.01.2025 07:00;10.9;10.7;11.3;;;49.3;6.5;0.7;947.1;1000.1;1000.2;;;4.6;234;1.2;4.3;16.6;4.3;15.5;;;0;;1;;;;0;0;0.016
PUY;06.01.2025 08:00;11.2;10.5;11.6;;;47.6;6.3;0.5;947.1;1000;1000.2;;;4.1;166;0.8;2.9;14.8;3.9;14;;;0;;3;;;;2;0;0.037
PUY;06.01.2025 09:00;10.8;10;11.3;;;53;6.8;1.5;947.2;1000.3;1000.3;;;4.4;284;1.4;5;15.8;4.3;15.5;;;0;;17;;;;16;0;0.053
PUY;06.01.2025 10:00;10.5;10.2;10.8;;;59.2;7.5;2.9;947.4;1000.5;1000.5;;;4.5;284;1.4;5;16.2;4.4;15.8;;;0;;16;;;;15;0;0.051
PUY;06.01.2025 11:00;10.5;10.1;10.7;;;62.1;7.9;3.5;947.7;1000.8;1000.8;;;6.7;18;1.6;5.8;24.1;6.4;23;;;0;;35;;;;34;0;0.059
PUY;06.01.2025 12:00;9.8;9.5;10.4;;;70.2;8.5;4.6;947.5;1000.7;1000.6;;;5.1;63;1.4;5;18.4;4.9;17.6;;;0.2;;27;;;;26;0;0.047
PUY;06.01.2025 13:00;10.2;9.8;10.5;;;70.9;8.8;5.1;946.9;1000;1000;;;4.1;10;1.5;5.4;14.8;4;14.4;;;0.1;;64;;;;62;0;0.06
PUY;06.01.2025 14:00;10.6;10.1;11.1;;;71.2;9.1;5.6;947.3;1000.4;1000.4;;;11.1;281;3.1;11.2;40;10;36;;;0.2;;23;;;;22;0;0.061
PUY;06.01.2025 15:00;9.6;9.3;9.9;;;87.9;10.5;7.6;948.2;1001.6;1001.4;;;14;247;4.8;17.3;50.4;13.6;49;;;2;;7;;;;6;0;0.036
PUY;06.01.2025 16:00;9.6;9.3;9.9;;;87.7;10.5;7.6;948.2;1001.5;1001.4;;;4.7;252;1.1;4;16.9;4.5;16.2;;;0.2;;3;;;;2;0;0.022
PUY;06.01.2025 17:00;9.8;9.2;10.3;;;84;10.2;7.2;948.8;1002.1;1002;;;9.5;260;2.5;9;34.2;9;32.4;;;0.8;;1;;;;1;0;0.006
